Smiles,Num
C1=C2C3CCCCC3CCC2C2CCC3CCCCC3C2C1,28
C1=C2C3CCCCC3CCC2C2CCC3CC(OC4CCCCO4)CCC3C2C1,25
O=C(OC1CCCCO1)C12CCCCC1C1=CCC3C4CCC(OC5CCCCO5)CC4CCC3C1CC2,24
O=C(OC1CCCCO1)C12CCCCC1C1=CCC3C4CCC(OC5CC(OC6CCCCO6)CCO5)CC4CCC3C1CC2,23
C1=C2C3CCCCC3CCC2C2CCC3CC(OC4OCCC(OC5CCCO5)C4OC4CCCCO4)CCC3C2C1,22
C1CC2CNC3C4CC2C3(C1)C1CC2CCC4C1C2,21
C1=C2C3CCCCC3CCC2C2CCC3CC(OC4OCCC(OC5OCCCC5OC5CCCCO5)C4OC4CCCCO4)CCC3C2C1,18
O=C(OC1CCCCO1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2,17
C1=C2C3CCCCC3CCC2C2CCC3CC(OC4OCCCC4OC4CCCCO4)CCC3C2C1,15
C1=C2C3CCCCC3CCC2C2CCC3CC(OC4OCC(OC5CCCCO5)CC4OC4CCCCO4)CCC3C2C1,14
O=C(OC1C2CCC3C4CC5C6CCCC5(C(C2)C31)C4NC6)c1ccccc1,14
C1CCC2C(C1)CCC1C2CCC2C3CCCC3CCC21,14
C1=C2C3CCCCC3CCC2C2CCC3CC(OC4OCCC(OC5CCCCO5)C4OC4CCCCO4)CCC3C2C1,12
O=C(OCC12CCCC34C5CC6CCC(C5C6)C(CC13)C4NC2)c1ccccc1,11
C=C1C(=O)OC2C=CCCC=CCCC12,11
C1=C2C3CCCCC3CCC2C2CCC3CC(OC4OCCCC4OC4CC(OC5CCCCO5)CCO4)CCC3C2C1,10
C1=C2C3CCCCC3CCC2C2CCC3CC(OC4CCC(OC5CCCCO5)CO4)CCC3C2C1,10
O=C(OC1CCCC(COC2CCC(OC3CCCCO3)CO2)O1)C12CCCCC1C1=CCC3C4CCC(OC5OCCCC5OC5CCCCO5)CC4CCC3C1CC2,10
C1=C2C3CCCCC3CCC2C2CCC3CC(OC4CC(OC5CCCCO5)CCO4)CCC3C2C1,10
C1=C2CCC3CCCCC3C2CCC1,10
O=C(OCC1CCCC(OC23CC4C5CC2OC(O5)C43COC(=O)c2ccccc2)O1)c1ccccc1,9
O=C1C=C2CCCC3CCC(C=C2O1)O3,9
C1CCC(OC2CCCOC2OC2COC(OC3CCC4C(CCC5C4CCC46OCC7(CCCCC74)CCC56)C3)C(OC3CCCCO3)C2)OC1,9
O=C1C=CC2C1CC=CC1C3CC3CCC21,8
C=C1C(=O)OC2C1CCC(=C)C1CCC(=C)C12,8
O=C(OC1CCCC(COC2CCC(OC3CCCCO3)CO2)O1)C12CCCCC1C1=CCC3C4CCC(OC5OCCCC5OC5CC(OC6CCCCO6)CCO5)CC4CCC3C1CC2,8
C1CCC2CCCCC2C1,8
C1=C2C3CCCCC3CCC2C2CCC3CC(OC4OCC(OC5CCCO5)C(OC5CCCCO5)C4OC4CCCCO4)CCC3C2C1,8
O=C(OC1CCCCO1)C12CCCCC1C1=CCC3C4CCC(OC5OCCC(OC6CCCCO6)C5OC5CCCCO5)CC4CCC3C1CC2,8
C1CCOCC1,8
C=C1CCC2CC(=O)OC2C2C(=C)CCC12,7
C1=C2C3CCCCC3CCC2C2CCC3CC(OC4CC(OC5CC(OC6CCCCO6)CCO5)CCO4)CCC3C2C1,7
C1=C2C3CCCCC3CCC2C2CCC3CC(OC4OCCCC4OC4OCCCC4OC4CCCCO4)CCC3C2C1,7
O=C(OC1OC(COC2CCCCO2)CCC1OC1CCCCO1)C12CCCCC1C1=CCC3C4CCC(OC5CCCCO5)CC4CCC3C1CC2,7
c1ccccc1,7
c1ccc(OC2CCCCO2)cc1,7
O=C(OC1OCCCC1OC1CCCCO1)C12CCCCC1C1=CCC3C4CCC(OC5CCCCO5)CC4CCC3C1CC2,7
C=C1C(=O)C23CCC4CCCCC4C2CCC1C3,7
O=c1cc(-c2ccccc2)oc2ccccc12,6
C1CC2CNC3C4(C1)C2CC31OCOC12CCC1CC4C2C1,6
C1=C2C3CCCCC3CCC2C2CCC3CC(OC4OCCC(OC5OCCCC5OC5OCCCC5OC5CCCCO5)C4OC4CCCCO4)CCC3C2C1,6
C=C1CC23CC4C5C6CCCC57C(C2CC1CC37)N4C6,6
O=C1CCC2C(CCC3C4CCC5CCCCC5C4=CCC23)C1,6
C=C1C(=O)OC2C1CCCC1CC=CC12,6
O=c1ccc2ccccc2o1,6
C1CCC2C(C1)CCC1C3CCCC3CCC21,6
O=C(OC1OCCCC1OC1CCC(OC2CCCCO2)CO1)C12CCCCC1C1=CCC3C4CCC(OC5CCCCO5)CC4CCC3C1CC2,6
C=C1C(=O)OC2CCCC3CCC(CC12)O3,5
C1=C2CC(OC3CCCCO3)CCC2C2CCC3CCCC3C2C1,5
C=C1C(=O)OC2CCCCC12,5
C1=C2C3CCCCC3CCC2C2CCC3CC4CCC3(CO4)C2C1,5
C1=C2C3CCCCC3CCC2C2CCC3CC(OC4OCC(OC5OCCCC5OC5CCCCO5)CC4OC4CCCCO4)CCC3C2C1,5
C=C1CCCC2CC3OC(=O)C(=C)C3CC12,5
O=C1OCCC1C(=O)c1ccccc1,5
O=C1C=C(CCC2CCCC3C2CCCC32CO2)CO1,5
O=C(OC1CCCCO1)C12CCCCC1C1=CCC3C4CCC(OC5OCCCC5OC5CCCCO5)CC4CCC3C1CC2,5
O=C(OC1OCCC(OC2CCCCO2)C1OC1CC(OC2CCCCO2)C(OC2CCCCO2)CO1)C12CCCCC1C1=CCC3C4CCC(OC5CC(OC6CCCCO6)CCO5)CC4CCC3C1CC2,5
O=C(OC1CCCC(COC2CCCCO2)O1)C12CCCCC1C1=CCC3C4CCC(OC5CCCCO5)CC4CCC3C1CC2,4
O=C1C=CC2CCCCC2C1,4
O=C(OC1C=CCC2C3OCC12CC1CCCC1C3=O)c1ccccn1,4
O=C(OC1CCCC(COC2CCC(OC3CCCCO3)CO2)O1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2,4
C1=CC23OCC4(CCCCC42)CCC3C2CCC3CC(OC4OCCC(OC5CCCCO5)C4OC4CCCCO4)CCC3C12,4
O=C(OC1OCC(OC2CCCCO2)CC1OC1CC(OC2CCCO2)CCO1)C12CCCCC1C1=CCC3C4CCC(OC5CCC(OC6CCCCO6)C(COC6CC(OC7CCCCO7)CCO6)O5)CC4CCC3C1CC2,4
O=C(OC1CCCCO1)C12CCCCC1C1=CCC3C4CCC(OC5CCC(OC6CCCCO6)CO5)CC4CCC3C1CC2,4
O=C(OCC12C3OC4CC(O3)C1(OC1CCCCO1)CC42)c1ccccc1,4
C=C1CCC2CCCCC2C1,4
O=C1CC2=CCC3C4CCCC4CC(=O)C3C2C=C1OC1CCCCO1,4
C1CCC(OC2CCC34CC35CCC3C(CC67OCC(CCC36)O7)C5CCC4C2)OC1,4
O=C(OC1CCCCO1)C1CCCC2C1CCC13CCC(CCC21)C3,4
C=C1CCC2C(=C)C(=O)OC2C2CCCC12,4
C=C1C(=O)OC2CCC=CC(=O)CCCC12,4
O=C(OC1OCCCC1OC1CCC(OC2CC(OC3CCCCO3)CCO2)CO1)C12CCCCC1C1=CCC3C4CCC(OC5OCCCC5OC5CCCCO5)CC4CCC3C1CC2,4
C=C1C(=O)OC2C1CCC1CCC=CC12,4
c1ccc2c3c([nH]c2c1)C1CC2CCC1N(CC3)C2,4
C1=CC2CCCC2C(OC2CCCCO2)O1,4
C1CCC(OC2CCCOC2OC2CCCOC2OC2CCOC(OC3CCC4C(CCC5C4CCC46OCC7(CCCCC74)CCC56)C3)C2OC2CCCCO2)OC1,4
C1=C2C3CCCCC3CCC2C2CCC3CCCC3C2C1,3
O=c1ccc2ccc(OCC3C=CCC4CCCCC34)cc2o1,3
C=C1C(=O)OC2CCCCC(=O)CCCC12,3
O=C(OC1CCCC(COC2CCC(OC3CCCCO3)CO2)O1)C12CCCCC1C1=CCC3C4CCC(OC5OCC(OC6CCCCO6)CC5OC5CC(OC6CCCCO6)CCO5)CC4CCC3C1CC2,3
C=C1CCC2(C(=O)OC3CCCC(COC4CCC(OC5CCCCO5)CO4)O3)CCC3C(=CCC4C5CCCCC5CCC34)C2C1,3
C=C1C(=O)OC2C1CCC1CCCC(=C)C12,3
O=C(OC1CCCC(COC2CCCCO2)O1)C12CCCCC1C1=CCC3C4CCC(OC5OCCCC5OC5CCCCO5)CC4CCC3C1CC2,3
C1CCC2C(C1)CCC1C2CCC2C(C3CCCO3)CCC21,3
C1=C2Nc3ccccc3C23CCN2CCC1CC23,3
O=C(OC1CCCC(COC2CCC(OC3CC(OC4CCCCO4)CCO3)CO2)O1)C12CCCCC1C1=CCC3C4CCC(OC5OCCCC5OC5CC(OC6CCCCO6)CCO5)CC4CCC3C1CC2,3
O=C(OC1OCCCC1OC1CCCCO1)C12CCCCC1C1=CCC3C4CCC(OC5CC(OC6CCCCO6)CCO5)CC4CCC3C1CC2,3
O=C(OC1CCCCO1)C12CCCCC1C1=CCC3C4CCC(OC5OCCCC5OC5OCCCC5OC5CCCCO5)CC4CCC3C1CC2,3
,3
O=C(OC1CCCC(COC2CCC(OC3CC(OC4CCCCO4)CCO3)CO2)O1)C12CC=CCC1C1=CCC3C4CCCCC4CCC3C1CC2,3
C=C1CC23CCC4CCC(OC5CCCCO5)CC4C2CCC1C3,3
