ID,originalMoleculeSMILES,deglycosylatedMoleculeSMILES,hadOrHasSugars,SugarMoietySMILES
TPCN02029,C=CC1(C)CC(=O)C2(O)C(C)(O1)C(O)C(OC(C)=O)C1C(C)(C)CCC(OC3OC(CO)C(O)C(O)C3O)C12C,C=CC1(C)CC(=O)C2(O)C(C)(O1)C(O)C(OC(C)=O)C1C(C)(C)CCC(O)C12C,true,['O1[CH][CH][CH][CH][CH]1']
TPCN02063,C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(C)=O)C(OC(C)=O)C1C(C)(C)CCC(OC3OC(CO)C(O)C(O)C3O)C12C,C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(C)=O)C(OC(C)=O)C1C(C)(C)CCC(O)C12C,true,['O1[CH][CH][CH][CH][CH]1']
TPCN02186,CC=C(C)C(=O)OC1C2C(OC(=O)CC(C)C)C(C)CC2(O)C(=O)C(C)(OC(C)=O)C2C3C(CC(OC(C)=O)C12COC(=O)c1cccnc1)C3(C)C,CC=C(C)C(=O)OC1C2C(OC(=O)CC(C)C)C(C)CC2(O)C(=O)C(C)(OC(C)=O)C2C3C(CC(OC(C)=O)C12COC(=O)c1cccnc1)C3(C)C,false,[]
TPCN02187,CC1CCC2(C)C(C(=O)O)=CC(OC(=O)c3ccccc3)CC2C1(C)CCc1ccoc1,CC1CCC2(C)C(C(=O)O)=CC(OC(=O)c3ccccc3)CC2C1(C)CCc1ccoc1,false,[]
TPCN02188,CC1=C(CCc2ccoc2)C2(C)CCC(=O)C3(C)C(=O)OC(C1=O)C23,CC1=C(CCc2ccoc2)C2(C)CCC(=O)C3(C)C(=O)OC(C1=O)C23,false,[]
TPCN02189,C=C1C2CC3(C1O)C1CC4C5(C)CCC(O)C4(C1N(CC)C5)C3CC2O,C=C1C2CC3(C1O)C1CC4C5(C)CCC(O)C4(C1N(CC)C5)C3CC2O,false,[]
TPCN02190,CC1C(=O)CC2=C(C=CC=CC13CC(O)c1ccoc1C3O)C(=O)OC2,CC1C(=O)CC2=C(C=CC=CC13CC(O)c1ccoc1C3O)C(=O)OC2,false,[]
TPCN02191,C=C(C)C1CCC(=C)C2C3=C(CC(C)C3=O)C(=O)C(C)=CC12,C=C(C)C1CCC(=C)C2C3=C(CC(C)C3=O)C(=O)C(C)=CC12,false,[]
TPCN02192,C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)[O-])C1Cc1c2[nH]c3ccccc3c2cc[n+]1C,C=CC1C(O)OC=C(C(=O)[O-])C1Cc1c2[nH]c3ccccc3c2cc[n+]1C,true,['O1[CH][CH][CH][CH][CH]1']
TPCN02193,CC1C(=O)C2OC(=O)C3(C)C(O)CCC(C)(C23)C1(O)CCc1ccoc1,CC1C(=O)C2OC(=O)C3(C)C(O)CCC(C)(C23)C1(O)CCc1ccoc1,false,[]
TPCN02194,CC1=C2C(CC3=C(CCC4C(C)(COC5OC(CO)C(O)C(O)C5O)CCCC34C)C2O)OC1=O,CC1=C2C(CC3=C(CCC4C(C)(CO)CCCC34C)C2O)OC1=O,true,['O1[CH][CH][CH][CH][CH]1']
TPCN02195,C=C1C2CCC3C4(C)CC(OC5OC(CO)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C5OC(=O)CC(C)C)CC(C(=O)O)C4CCC3(C2)C1O,C=C1C2CCC3C4(C)CC(O)CC(C(=O)O)C4CCC3(C2)C1O.CC(C)CC(=O)O.O=S(=O)(O)O.O=S(=O)(O)O,true,['O1[CH][CH][CH][CH][CH]1']
TPCN02196,CCN1CC2CCC(OC)C34C2C(OC(C)=O)C2(OCOC25CC(OC)C2CC3(O)C5C2OC)C14,CCN1CC2CCC(OC)C34C2C(OC(C)=O)C2(OCOC25CC(OC)C2CC3(O)C5C2OC)C14,false,[]
TPCN02197,CCN1CC2(COC)C(=O)C=CC34C5CC6C(OC)CC(O)(C5C6O)C(C(OC)C23)C14,CCN1CC2(COC)C(=O)C=CC34C5CC6C(OC)CC(O)(C5C6O)C(C(OC)C23)C14,false,[]
TPCN02198,CC(C)=CCCC(C)=CCCC(=CCCC(C)=CC(=O)O)C(=O)O,CC(C)=CCCC(C)=CCCC(=CCCC(C)=CC(=O)O)C(=O)O,false,[]
TPCN02199,CCN1CC2(COC)CCC(O)C34C5CC6C(OC)CC(O)(C(CC23)C14)C5C6O,CCN1CC2(COC)CCC(O)C34C5CC6C(OC)CC(O)(C(CC23)C14)C5C6O,false,[]
TPCN02200,CCN1CC2(COC)CCC(OC)C34C2CC2(OCOC25CC(OC)C2CC3(O)C5(O)C2OC)C14,CCN1CC2(COC)CCC(OC)C34C2CC2(OCOC25CC(OC)C2CC3(O)C5(O)C2OC)C14,false,[]
TPCN02201,CC12CCC(COC(=O)c3ccccc3)C(C)(CCc3ccoc3)C1CCC=C2C(=O)O,CC12CCC(COC(=O)c3ccccc3)C(C)(CCc3ccoc3)C1CCC=C2C(=O)O,false,[]
TPCN02202,C=C1C2CCC3C4(C)CCCC(C)(C(=O)O)C4CCC3(C2)C1O,C=C1C2CCC3C4(C)CCCC(C)(C(=O)O)C4CCC3(C2)C1O,false,[]
TPCN02203,COC(=O)C1=CC(OC(C)=O)C(OC(C)=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,COC(=O)C1=CC(OC(C)=O)C(OC(C)=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,false,[]
TPCN02204,C=C1CC23CC4C5C6(C)CC(OC(C)=O)CC57C(C2C(OC(C)=O)C1C(O)C37)N4C6,C=C1CC23CC4C5C6(C)CC(OC(C)=O)CC57C(C2C(OC(C)=O)C1C(O)C37)N4C6,false,[]
TPCN02205,C=C1C2CC3(C1O)C1CC4C5(C)CCC(O)C4(C1N(CC)C5)C3CC2O,C=C1C2CC3(C1O)C1CC4C5(C)CCC(O)C4(C1N(CC)C5)C3CC2O,false,[]
TPCN02206,C=CC(C)(CCC=C(C)CCC=C(C)CCC=C(C)COC1OC(COC2OC(C)C(O)C(O)C2O)C(OC2OC(C)C(O)C(O)C2OC(=O)C(C)=CCCC(C)=CCCC(C)=CCCC(C)(C=C)OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C1O)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,C=CC(C)(O)CCC=C(C)CCC=C(C)CCC=C(C)C(=O)O.C=CC(C)(O)CCC=C(C)CCC=C(C)CCC=C(C)CO,true,"['O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1']"
TPCN02207,CC(=O)OCC(C)C1=C(O)C(=O)C2=C(C1=O)C(O)CC1C(C)(C)CCCC21C,CC(=O)OCC(C)C1=C(O)C(=O)C2=C(C1=O)C(O)CC1C(C)(C)CCCC21C,false,[]
TPCN02208,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(O)C3,true,"['O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH]C1', 'O1[CH][CH][CH][CH][CH]1']"
TPCN02209,CC(=O)OC12CC(C)C3(O)C(C=C(CO)CC4(O)C(=O)C(C)=CC43)C1C2(C)C,CC(=O)OC12CC(C)C3(O)C(C=C(CO)CC4(O)C(=O)C(C)=CC43)C1C2(C)C,false,[]
TPCN02210,CCC(C)(OC(C)=O)C(=O)OC1C(O)CC2C(C)(C3CC4CC(OC)OC4O3)C(C)=CC(OC(C)=O)C2(COC(C)=O)C12CO2,CCC(C)(OC(C)=O)C(=O)OC1C(O)CC2C(C)(C3CC4CC(OC)OC4O3)C(C)=CC(OC(C)=O)C2(COC(C)=O)C12CO2,false,[]
TPCN02211,C=C1C(=O)OC2C3OC(C)(C=CC(=O)C3CCC3=CC45CCC6C(C)(C(=O)O)CCCC6(C)C4CCC3C5)CC(OC(=O)C(C)=CC)C12,C=C1C(=O)OC2C3OC(C)(C=CC(=O)C3CCC3=CC45CCC6C(C)(C(=O)O)CCCC6(C)C4CCC3C5)CC(OC(=O)C(C)=CC)C12,false,[]
TPCN02212,C=CC(C)(CCC=C(C)CCC=C(C)CCC=C(C)COC1OC(COC2OC(C)C(O)C(O)C2O)C(OC2OC(C)C(O)C(OC(=O)C(C)=CCCC(C)=CCCC(C)=CCCC(C)(C=C)OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C1O)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,C=CC(C)(O)CCC=C(C)CCC=C(C)CCC=C(C)C(=O)O.C=CC(C)(O)CCC=C(C)CCC=C(C)CCC=C(C)CO,true,"['O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1']"
TPCN02213,CC1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,CC1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,false,[]
TPCN02214,C=C1C(=O)C23C(O)CC4C(C)(C)C(=O)CCC4(C)C2CCC1C3OC(C)=O,C=C1C(=O)C23C(O)CC4C(C)(C)C(=O)CCC4(C)C2CCC1C3OC(C)=O,false,[]
TPCN02215,CC1(C(=O)O)CCCC2(C)C1CC(O)C13CC4C(CC21)C4(C)C3,CC1(C(=O)O)CCCC2(C)C1CC(O)C13CC4C(CC21)C4(C)C3,false,[]
TPCN02216,CCC(C)(OC(C)=O)C(=O)OC1C(O)CC2C(C)(C3CC4CC(OC)OC4O3)C(C)=CC(OC(C)=O)C2(COC(C)=O)C12CO2,CCC(C)(OC(C)=O)C(=O)OC1C(O)CC2C(C)(C3CC4CC(OC)OC4O3)C(C)=CC(OC(C)=O)C2(COC(C)=O)C12CO2,false,[]
TPCN02217,C=C1C(=O)C23C(O)CC4C(C)(C)CCCC4(CO)C2CC(O)C1C3O,C=C1C(=O)C23C(O)CC4C(C)(C)CCCC4(CO)C2CC(O)C1C3O,false,[]
TPCN02218,COC(=O)C1=CCCC2C3(C)CC(c4ccoc4)OC(=O)C3=CC(OC3OC(CO)C(O)C(O)C3O)C12C,COC(=O)C1=CCCC2C3(C)CC(c4ccoc4)OC(=O)C3=CC(O)C12C,true,['O1[CH][CH][CH][CH][CH]1']
TPCN02219,C=C1CC23CC4C5C6(C)CC(O)CC57C(C2C(=O)C1CC37)N4C6,C=C1CC23CC4C5C6(C)CC(O)CC57C(C2C(=O)C1CC37)N4C6,false,[]
TPCN02220,C=C1C2CCC3C(C2)(C(=O)OCC32C(=O)C=CC(C)(C)C2CO)C1O,C=C1C2CCC3C(C2)(C(=O)OCC32C(=O)C=CC(C)(C)C2CO)C1O,false,[]
TPCN02221,CC1=C(CCc2ccoc2)C2(C)CCCC(C)(C)C2=C(O)C1=O,CC1=C(CCc2ccoc2)C2(C)CCCC(C)(C)C2=C(O)C1=O,false,[]
TPCN02222,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5OC5OC(C)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(O)C3,true,"['O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1']"
TPCN02223,CC(=O)OC1CC(C)C2(CCC3(COC(=O)C3)O2)C2(C)CCCC(C)(C)C12,CC(=O)OC1CC(C)C2(CCC3(COC(=O)C3)O2)C2(C)CCCC(C)(C)C12,false,[]
TPCN02224,CC1C(=O)CC23COC(=O)C2=CCCC3C1(C)CCC1=CC(=O)OC1,CC1C(=O)CC23COC(=O)C2=CCCC3C1(C)CCC1=CC(=O)OC1,false,[]
TPCN02225,C=C1C(OC(=O)c2ccccc2)C(OC(C)=O)C(=O)C(C)(C)C=CC(C)C(=O)C2(OC(C)=O)CC(C)C(OC(C)=O)C2C1OC(C)=O,C=C1C(OC(=O)c2ccccc2)C(OC(C)=O)C(=O)C(C)(C)C=CC(C)C(=O)C2(OC(C)=O)CC(C)C(OC(C)=O)C2C1OC(C)=O,false,[]
TPCN02226,CC1C2=CC(=O)OC2=CC2C1CCC1C(C)(C(=O)O)CCCC21C,CC1C2=CC(=O)OC2=CC2C1CCC1C(C)(C(=O)O)CCCC21C,false,[]
TPCN02227,CCN1CC2(COC(=O)c3ccccc3N)CCC(OC)C34C5CC6C(OC)CC(OC(C)=O)(C(CC23)C14)C5C6OC,CCN1CC2(COC(=O)c3ccccc3N)CCC(OC)C34C5CC6C(OC)CC(OC(C)=O)(C(CC23)C14)C5C6OC,false,[]
TPCN02228,CC1(C(=O)O)CCCC2(C)C3CCC4CC3(CCC12)CC4(O)CO,CC1(C(=O)O)CCCC2(C)C3CCC4CC3(CCC12)CC4(O)CO,false,[]
TPCN02229,C=C1C2C(OC(=O)c3ccccc3)C3C4N(C)C5C(O)C3(C1O)C(C2OC(C)=O)C41C(OC(C)=O)C(OC(=O)c2ccccc2)CC(C)(C=O)C51,C=C1C2C(OC(=O)c3ccccc3)C3C4N(C)C5C(O)C3(C1O)C(C2OC(C)=O)C41C(OC(C)=O)C(OC(=O)c2ccccc2)CC(C)(C=O)C51,false,[]
TPCN02230,C=C1C(=O)OC2C3OC(C)(C=CC(=O)C3CCC34OC3C35CCC6C(C)(C(=O)O)CCCC6(C)C3CCC4C5)CC(OC(=O)C(C)=CC)C12,C=C1C(=O)OC2C3OC(C)(C=CC(=O)C3CCC34OC3C35CCC6C(C)(C(=O)O)CCCC6(C)C3CCC4C5)CC(OC(=O)C(C)=CC)C12,false,[]
TPCN02231,C=C1CC23CCC4C(C)(C(=O)OC5OC(COC6OCC(O)(CO)C6O)C(O)C(O)C5O)CCCC4(C)C2CC(O)C1C3,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CC(O)C1C3,true,"['[C]1[CH][CH]OC1', 'O1[CH][CH][CH][CH][CH]1']"
TPCN02232,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OCC(O)C(O)C1O)C3,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(O)C3,true,"['O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH]C1']"
TPCN02233,C=CC(C)(CCC=C(C)CCC=C(C)CCC=C(C)COC1OC(COC2OC(C)C(O)C(O)C2O)C(OC2OC(C)C(O)C(O)C2O)C(O)C1O)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(O)C1O,C=CC(C)(O)CCC=C(C)CCC=C(C)CCC=C(C)CO,true,"['O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1']"
TPCN02234,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)CC(N)(C5C6O)C(C(OC)C23)C14,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)CC(N)(C5C6O)C(C(OC)C23)C14,false,[]
TPCN02235,CCN1CC2(COC(=O)c3ccccc3NC(C)=O)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14,CCN1CC2(COC(=O)c3ccccc3NC(C)=O)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14,false,[]
TPCN02236,CCN1CC2(COC(=O)c3ccccc3NC(=O)C(C)CC(N)=O)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14,CCN1CC2(COC(=O)c3ccccc3NC(=O)C(C)CC(N)=O)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14,false,[]
TPCN02237,CC(C)C1=CC(=O)C2=C(C(=O)CC3C(C)(C)CCCC23C)C1=O,CC(C)C1=CC(=O)C2=C(C(=O)CC3C(C)(C)CCCC23C)C1=O,false,[]
TPCN02238,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,false,[]
TPCN02239,C=C(C)C1C=CC(OC(=O)C(C)C)C23C(O)OC(C)(C(OC(=O)c4cccnc4)C4(OC(C)=O)CC(C)C(OC(=O)c5cccnc5)C4C2OC(C)=O)C13,C=C(C)C1C=CC(OC(=O)C(C)C)C23C(O)OC(C)(C(OC(=O)c4cccnc4)C4(OC(C)=O)CC(C)C(OC(=O)c5cccnc5)C4C2OC(C)=O)C13,false,[]
TPCN02240,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CC(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)C1C3,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CC(O)C1C3,true,"['O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1']"
TPCN02241,CCN1CC2(COC(=O)c3ccccc3N3C(=O)CC(C)C3=O)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6O)C(O)(C(OC)C23)C14,CCN1CC2(COC(=O)c3ccccc3N3C(=O)CC(C)C3=O)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6O)C(O)(C(OC)C23)C14,false,[]
TPCN02242,CC1=CCC(O)C(C(=O)O)C(O)CCC(C)=CCC(=C(C)C)CC1,CC1=CCC(O)C(C(=O)O)C(O)CCC(C)=CCC(=C(C)C)CC1,false,[]
TPCN02243,CC=C(C=O)C1CC2c3c(c4ccccc4n3C(O)C1)CCN2C,CC=C(C=O)C1CC2c3c(c4ccccc4n3C(O)C1)CCN2C,false,[]
TPCN02244,CCN1CC2(COC)CCC(OC)C34C5CC6(O)C(OC)CC(OC(C)=O)(C5C6OC(=O)c5ccc(OC)cc5)C(C(OC)C23)C14,CCN1CC2(COC)CCC(OC)C34C5CC6(O)C(OC)CC(OC(C)=O)(C5C6OC(=O)c5ccc(OC)cc5)C(C(OC)C23)C14,false,[]
TPCN02245,C=CC(C)(CCC=C(C)CCC=C(C)CCC=C(C)COC1OC(COC2OC(C)C(O)C(O)C2O)C(OC2OC(C)C(O)C(OC(=O)C(C)=CC(O)CC(C)=CCCC(C)=CCCC(C)(C=C)OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C1O)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,C=CC(C)(O)CCC=C(C)CCC=C(C)CC(O)C=C(C)C(=O)O.C=CC(C)(O)CCC=C(C)CCC=C(C)CCC=C(C)CO,true,"['O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1', 'O1[CH][CH][CH][CH][CH]1']"
TPCN02246,COC1CC2C(C)(C)CCCC2(C)C2=C1C(=O)C(C(C)C)=C(O)C2=O,COC1CC2C(C)(C)CCCC2(C)C2=C1C(=O)C(C(C)C)=C(O)C2=O,false,[]
TPCN02247,C=C1C2CC3(C1O)C1CC4C5(C)CCC(O)C4(C1N(CC)C5)C3CC2=O,C=C1C2CC3(C1O)C1CC4C5(C)CCC(O)C4(C1N(CC)C5)C3CC2=O,false,[]
TPCN02248,C=C1C2CCC3C4(C)CC(OC5OC(CO)C(O)C(O)C5OC(=O)C(C)=CC)CC(C(=O)O)(C(=O)O)C4CCC3(C2)C1O,C=C1C2CCC3C4(C)CC(O)CC(C(=O)O)(C(=O)O)C4CCC3(C2)C1O.CC=C(C)C(=O)O,true,['O1[CH][CH][CH][CH][CH]1']
TPCN02249,CCN1CC2(COC)CCC(OC)C3(C1)C2=CCCC12CC(OC)C(CC13)C2=O,CCN1CC2(COC)CCC(OC)C3(C1)C2=CCCC12CC(OC)C(CC13)C2=O,false,[]
TPCN02250,CC1=C2C(=CC3C4(C)CCCC(C)(C)C4CCC34OC24)OC1=O,CC1=C2C(=CC3C4(C)CCCC(C)(C)C4CCC34OC24)OC1=O,false,[]
TPCN02251,CC1(C(=O)OC2OC(CO)C(O)C(O)C2O)CCCC2(C)C3CCC4CC3(CCC12)CC4(O)CO,CC1(C(=O)O)CCCC2(C)C3CCC4CC3(CCC12)CC4(O)CO,true,['O1[CH][CH][CH][CH][CH]1']
TPCN02252,COC(=O)C1(C)CCCC2(C)C1=C(O)C(=O)C13CC4C(CC21)C4(C)C3,COC(=O)C1(C)CCCC2(C)C1=C(O)C(=O)C13CC4C(CC21)C4(C)C3,false,[]
TPCN02253,CC1(C(=O)OC2OC(CO)C(O)C(O)C2O)CCCC2(C)C3CCC4CC3(CCC12)CC4(O)CO,CC1(C(=O)O)CCCC2(C)C3CCC4CC3(CCC12)CC4(O)CO,true,['O1[CH][CH][CH][CH][CH]1']
TPCN02254,CCN1CC2(COC)CCC(O)C34C5CC6C(OC)CC(O)(C5C6O)C(O)(C(OC)C23)C14,CCN1CC2(COC)CCC(O)C34C5CC6C(OC)CC(O)(C5C6O)C(O)(C(OC)C23)C14,false,[]
TPCN02255,C=C1CC23CC4C5C6(C)CC(O)CC57C(C2C(OC(C)=O)C1C(O)C37)N4C6O,C=C1CC23CC4C5C6(C)CC(O)CC57C(C2C(OC(C)=O)C1C(O)C37)N4C6O,false,[]
TPCN02256,C=C1C2CCC3C4(C)CCCC(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)C4CCC3(C2)C1O,C=C1C2CCC3C4(C)CCCC(C)(C(=O)O)C4CCC3(C2)C1O,true,['O1[CH][CH][CH][CH][CH]1']
TPCN02258,COCC12CCC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C13)C4N(C)C2,COCC12CCC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C13)C4N(C)C2,false,[]
TPCN02259,C=C1C(=O)C23CCC4C5(C)CCCC4(OC5=O)C2(C)CCC1(O)C3,C=C1C(=O)C23CCC4C5(C)CCCC4(OC5=O)C2(C)CCC1(O)C3,false,[]
TPCN02260,C=C1C2CCC3C4(C)CC(OC5OC(CO)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C5OC(=O)CC(C)C)CC(C(=O)O)(C(=O)O)C4CCC3(C2)C1O,C=C1C2CCC3C4(C)CC(O)CC(C(=O)O)(C(=O)O)C4CCC3(C2)C1O.CC(C)CC(=O)O.O=S(=O)(O)O.O=S(=O)(O)O,true,['O1[CH][CH][CH][CH][CH]1']
TPCN02261,C=C(C)C12CC(C)C34OC(CCCCCCCCC)(OC1C3C1OC1(CO)C(O)C1(O)C(=O)C(C)=CC14)O2,C=C(C)C12CC(C)C34OC(CCCCCCCCC)(OC1C3C1OC1(CO)C(O)C1(O)C(=O)C(C)=CC14)O2,false,[]
TPCN02262,CC(=O)OCC1=CC2C3C(C)(C)C3(OC(=O)C(C)C(C)C)CC(C)C2(O)C2C=C(C)C(=O)C2C1,CC(=O)OCC1=CC2C3C(C)(C)C3(OC(=O)C(C)C(C)C)CC(C)C2(O)C2C=C(C)C(=O)C2C1,false,[]
TPCN02263,CCN1CC2(C)CCC(OC)C3(C1)C2=CCCC12CC(OC)C(CC13)C2=O,CCN1CC2(C)CCC(OC)C3(C1)C2=CCCC12CC(OC)C(CC13)C2=O,false,[]
TPCN02264,CC1=C(O)C(=O)C2=C(CCCC2(C)C)C1(C)CCc1ccoc1,CC1=C(O)C(=O)C2=C(CCCC2(C)C)C1(C)CCc1ccoc1,false,[]
TPCN02265,CC(C)C1=C(O)C(=O)C2=C(C=CC3C(C)(C)CCCC23C)C1=O,CC(C)C1=C(O)C(=O)C2=C(C=CC3C(C)(C)CCCC23C)C1=O,false,[]
TPCN02266,C=C1C(=O)OC2C1C(OC(=O)C(C)=CC)CC1(C)C=CC(=O)C3(CCC4(CC56CCC7C(C)(C(=O)O)CCCC7(C)C5CCC4C6)O3)C2O1,C=C1C(=O)OC2C1C(OC(=O)C(C)=CC)CC1(C)C=CC(=O)C3(CCC4(CC56CCC7C(C)(C(=O)O)CCCC7(C)C5CCC4C6)O3)C2O1,false,[]
TPCN02267,CCN1CC2(COC)CCC(OC)C34C5CC6C(OC)CC(O)(C(CC23)C14)C5C6O,CCN1CC2(COC)CCC(OC)C34C5CC6C(OC)CC(O)(C(CC23)C14)C5C6O,false,[]
TPCN02268,CCN1CC2(C)CCC(OC)C34C5CC6CCC(O)(C5C(=O)O6)C(C(O)C23)C14,CCN1CC2(C)CCC(OC)C34C5CC6CCC(O)(C5C(=O)O6)C(C(O)C23)C14,false,[]
TPCN02269,C=C1CC23CC(OC(C)=O)C4(O)C5(C)CC(O)CC46C(C2C1C(OC(=O)C(C)=CC)C(OC(=O)C(C)=CC)C36)N(C)C5,C=C1CC23CC(OC(C)=O)C4(O)C5(C)CC(O)CC46C(C2C1C(OC(=O)C(C)=CC)C(OC(=O)C(C)=CC)C36)N(C)C5,false,[]
TPCN02270,COCC12CCC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C13)C4N(C)C2,COCC12CCC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C13)C4N(C)C2,false,[]
TPCN02271,CC1(C)OCC(C(c2cc3ccccc3o2)N(O)Cc2ccccc2)O1,CC1(C)OCC(C(c2cc3ccccc3o2)N(O)Cc2ccccc2)O1,false,[]
TPCN02272,C=CC(C)(O)C(O)CC1C(=C)CCC(C(=C)C)C1(C)CCC(=O)O,C=CC(C)(O)C(O)CC1C(=C)CCC(C(=C)C)C1(C)CCC(=O)O,false,[]
TPCN02273,CC(=O)OC1C(C)C=CC(C)(C)C(=O)CC(OC(=O)c2ccccc2)C(C)=CC2C(OC(=O)c3ccccc3)C(C)CC21OC(C)=O,CC(=O)OC1C(C)C=CC(C)(C)C(=O)CC(OC(=O)c2ccccc2)C(C)=CC2C(OC(=O)c3ccccc3)C(C)CC21OC(C)=O,false,[]
TPCN02274,CC1=C2CC3(C)OC2(CC1=O)C1(C)OC1CC(=O)C(C(C)C)CC3=O,CC1=C2CC3(C)OC2(CC1=O)C1(C)OC1CC(=O)C(C(C)C)CC3=O,false,[]
TPCN02275,C=CC1(C)C=C2CC(O)C3C(C)(C)CCC(O)C3(C)C2CC1,C=CC1(C)C=C2CC(O)C3C(C)(C)CCC(O)C3(C)C2CC1,false,[]
