row,columns,similarity,row_content,columns_content,fold
TPCN05112,TPCN04654,0.956043956043956,0.0004,0.042414,106.035
TPCN00460,TPCN00042,0.9930555555555556,0.00025,0.026504,106.01599999999999
TPCN06074,TPCN05662,0.960741548527808,0.00125,0.1325,106.0
TPCN04192,TPCN03968,0.975177304964539,0.023,0.000217,105.99078341013825
TPCN05947,TPCN04718,0.9696629213483146,0.009,8.5e-05,105.88235294117645
TPCN05910,TPCN04441,0.9804432855280312,0.066,0.000625,105.60000000000001
TPCN05925,TPCN05538,0.9563164108618654,0.02439,0.000231,105.58441558441558
TPCN04303,TPCN04176,0.9841656516443362,0.001942,0.205,105.56127703398558
TPCN05689,TPCN05579,0.9579929988331388,0.012454,0.000118,105.54237288135593
TPCN06312,TPCN04234,0.9577006507592192,4.5e-05,0.004748,105.51111111111109
TPCN05948,TPCN04723,0.9505061867266592,0.00875,8.3e-05,105.42168674698796
TPCN04358,TPCN03570,0.9881796690307328,0.001167,0.122951,105.35646958011996
TPCN06303,TPCN05317,0.9761620977353992,5e-05,0.005267,105.33999999999999
TPCN05829,TPCN04809,0.958382877526754,0.000157,0.016534,105.31210191082803
TPCN04251,TPCN04094,0.9699879951980792,0.008,7.6e-05,105.26315789473684
TPCN04860,TPCN04610,0.9714964370546318,0.02,0.00019,105.26315789473684
TPCN04094,TPCN03580,0.9699879951980792,7.6e-05,0.008,105.26315789473684
TPCN05896,TPCN04299,0.9551724137931036,0.210526,0.002,105.26299999999999
TPCN04923,TPCN04110,0.9764982373678026,0.0062,5.9e-05,105.08474576271186
TPCN05546,TPCN04859,0.9878971255673222,0.0002,0.021,105.0
TPCN04333,TPCN03665,0.9667774086378738,0.002,0.21,105.0
TPCN05547,TPCN05544,0.9698431845597104,0.0002,0.021,105.0
TPCN06044,TPCN03665,0.9743589743589745,0.002,0.21,105.0
TPCN06089,TPCN04058,0.9550827423167848,0.001,0.105,105.0
TPCN04994,TPCN03665,0.9800664451827242,0.002,0.21,105.0
TPCN04313,TPCN04177,1.0,0.0018,0.189,105.0
TPCN05573,TPCN04881,0.9557625145518044,0.000127,0.013333,104.98425196850394
TPCN05766,TPCN05260,0.951764705882353,0.000693,0.07272,104.93506493506494
TPCN05911,TPCN03880,0.9639953542392566,0.064,0.00061,104.91803278688525
TPCN04836,TPCN03876,0.9804639804639804,0.04375,0.000417,104.91606714628297
TPCN04652,TPCN04201,0.9593301435406698,0.000143,0.015,104.8951048951049
TPCN05599,TPCN04902,0.9574780058651028,8.9e-05,0.009333,104.86516853932584
TPCN05660,TPCN03632,0.9651416122004356,0.164286,0.001567,104.84109763880025
TPCN05499,TPCN04838,0.9556592765460912,0.000409,0.042857,104.78484107579462
TPCN05622,TPCN05501,0.9741784037558684,6.8e-05,0.00712,104.70588235294117
TPCN04302,TPCN04176,0.9691211401425178,0.001958,0.205,104.69867211440244
TPCN04435,TPCN03879,0.9529411764705882,0.00065,0.068,104.61538461538463
TPCN05250,TPCN03775,0.9703087885985748,0.076667,0.000733,104.59345156889495
TPCN04706,TPCN04654,0.9912609238451936,0.000406,0.042414,104.4679802955665
TPCN03835,TPCN03698,0.9612546125461254,0.000517,0.054,104.44874274661508
TPCN06233,TPCN04199,0.951219512195122,0.00015,0.01566,104.4
TPCN04280,TPCN04160,0.976470588235294,0.0024,2.3e-05,104.34782608695652
TPCN05420,TPCN03570,0.9728132387706856,0.00118,0.122951,104.1957627118644
TPCN05468,TPCN04184,0.9649941656942824,0.0006,0.0625,104.16666666666667
TPCN05469,TPCN04184,0.9670975323149236,0.0006,0.0625,104.16666666666667
TPCN05619,TPCN05293,0.9975510204081632,7.2e-05,0.0075,104.16666666666666
TPCN06009,TPCN04778,0.9748571428571428,0.00302,2.9e-05,104.13793103448276
TPCN00242,TPCN00017,1.0,0.001,0.104,104.0
TPCN05318,TPCN04754,0.9893503727369544,0.0052,5e-05,103.99999999999999
TPCN06017,TPCN04151,0.9773809523809524,0.00291,2.8e-05,103.92857142857143
TPCN04868,TPCN04620,0.9535135135135137,0.0186,0.000179,103.91061452513966
TPCN04770,TPCN04694,0.9957582184517496,3.3e-05,0.003429,103.9090909090909
TPCN04821,TPCN03750,1.0,0.086555,0.000833,103.9075630252101
TPCN06176,TPCN05256,0.9714964370546318,0.000385,0.04,103.89610389610391
TPCN06175,TPCN05256,0.9714964370546318,0.000385,0.04,103.89610389610391
TPCN05040,TPCN04058,0.966785290628707,0.001011,0.105,103.85756676557864
TPCN03834,TPCN03698,0.9559633027522936,0.00052,0.054,103.84615384615385
TPCN04519,TPCN04443,0.9586956521739132,0.063636,0.000613,103.81076672104403
TPCN04009,TPCN03602,0.9615877080665812,0.000158,0.0164,103.79746835443039
TPCN04235,TPCN04129,1.0,0.004667,4.5e-05,103.71111111111111
TPCN06334,TPCN03551,0.9566532258064516,2.7e-05,0.0028,103.70370370370371
TPCN04239,TPCN04133,0.9764089121887288,0.00435,4.2e-05,103.57142857142857
TPCN04818,TPCN03708,0.9845971563981044,0.11,0.001063,103.48071495766699
TPCN05785,TPCN05670,0.9775678866587958,0.000464,0.048,103.44827586206897
TPCN05544,TPCN03973,0.965186074429772,0.021,0.000203,103.44827586206897
TPCN06166,TPCN04836,0.9584859584859584,0.000423,0.04375,103.42789598108747
TPCN05678,TPCN03990,0.966120218579235,0.019643,0.00019,103.38421052631578
TPCN06292,TPCN04923,0.9636150234741784,6e-05,0.0062,103.33333333333333
TPCN05595,TPCN05139,0.9730820995962316,9.6e-05,0.00992,103.33333333333333
TPCN05290,TPCN04094,0.9686369119420988,0.007851,7.6e-05,103.30263157894737
TPCN05650,TPCN04332,0.957422324510932,1.5e-05,0.001548,103.19999999999999
TPCN03123,TPCN02236,0.963056255247691,5.6e-05,0.005778,103.17857142857143
TPCN05773,TPCN04183,0.9527744982290436,0.000633,0.06525,103.08056872037915
TPCN04214,TPCN04035,0.9548872180451128,0.012885,0.000125,103.08
TPCN05258,TPCN03913,1.0,0.0343,0.000333,103.00300300300299
TPCN05115,TPCN04468,1.0,0.000385,0.039655,103.00000000000001
TPCN05948,TPCN04718,0.9644444444444444,0.00875,8.5e-05,102.94117647058823
TPCN05915,TPCN05499,0.9669421487603306,0.0421,0.000409,102.93398533007334
TPCN05751,TPCN05236,0.960620525059666,0.000926,9e-06,102.88888888888889
TPCN04175,TPCN03958,0.950354609929078,0.24,0.002333,102.87183883411916
TPCN05265,TPCN04552,0.9808383233532936,0.029006,0.000282,102.85815602836878
TPCN04058,TPCN03714,0.9550827423167848,0.105,0.001021,102.84035259549461
TPCN05637,TPCN03577,0.9831649831649832,4.7e-05,0.004833,102.82978723404256
TPCN05905,TPCN05433,0.959349593495935,0.088,0.000856,102.80373831775701
TPCN04818,TPCN03705,0.9822695035460992,0.11,0.00107,102.80373831775701
TPCN04652,TPCN04202,0.9725536992840096,0.000143,0.0147,102.79720279720279
TPCN04688,TPCN04208,0.963076923076923,0.000103,0.010588,102.79611650485437
TPCN05496,TPCN04130,0.9545983701979044,0.000433,0.0445,102.77136258660508
TPCN05079,TPCN04826,0.9783080260303688,0.000647,0.066471,102.73724884080372
TPCN04903,TPCN04074,0.9584323040380048,0.009244,9e-05,102.71111111111111
TPCN06171,TPCN05915,0.9554753309265944,0.00041,0.0421,102.6829268292683
TPCN04818,TPCN04378,0.966903073286052,0.11,0.001072,102.61194029850746
TPCN04818,TPCN04377,0.9714964370546318,0.11,0.001072,102.61194029850746
TPCN04250,TPCN04138,0.9941245593419508,0.004,3.9e-05,102.56410256410257
TPCN04138,TPCN03548,0.9508009153318078,3.9e-05,0.004,102.56410256410257
TPCN05401,TPCN04138,0.9558652729384436,0.004,3.9e-05,102.56410256410257
TPCN04881,TPCN04670,0.9704491725768322,0.013333,0.00013,102.56153846153846
TPCN05336,TPCN04138,0.9558652729384436,0.003998,3.9e-05,102.51282051282051
TPCN04176,TPCN03687,0.9640287769784172,0.205,0.002,102.49999999999999
TPCN04299,TPCN04176,0.9550827423167848,0.002,0.205,102.49999999999999
TPCN06197,TPCN05265,0.951332560834299,0.000283,0.029006,102.49469964664311
TPCN03886,TPCN03570,0.9822695035460992,0.0012,0.122951,102.45916666666668
TPCN04184,TPCN03880,0.975,0.0625,0.00061,102.45901639344262
TPCN04179,TPCN03713,0.9514687100893996,0.105,0.001025,102.43902439024389
TPCN04933,TPCN04752,0.968041237113402,0.005429,5.3e-05,102.43396226415094
TPCN05047,TPCN03627,0.960552268244576,0.000922,0.094444,102.43383947939263
TPCN05260,TPCN05067,0.9589371980676328,0.07272,0.000711,102.27848101265823
TPCN04845,TPCN04552,0.966547192353644,0.02883,0.000282,102.23404255319149
TPCN05250,TPCN04418,0.9657210401891252,0.076667,0.00075,102.22266666666667
TPCN05905,TPCN04398,0.9814169570267132,0.088,0.000861,102.20673635307782
TPCN06158,TPCN04186,0.971813725490196,0.000467,0.047619,101.9678800856531
TPCN05460,TPCN04183,0.9728132387706856,0.00064,0.06525,101.953125
TPCN05662,TPCN03661,0.9543429844097996,0.1325,0.0013,101.92307692307693
TPCN00407,TPCN00036,1.0,0.00034,0.03465,101.91176470588235
TPCN04818,TPCN03704,0.9869358669833728,0.11,0.00108,101.85185185185185
TPCN06241,TPCN04881,0.9793689320388348,0.000131,0.013333,101.77862595419846
TPCN04331,TPCN04110,0.9500580720092916,0.006,5.9e-05,101.6949152542373
TPCN05313,TPCN04110,0.9500580720092916,0.006,5.9e-05,101.6949152542373
TPCN06174,TPCN04468,0.9913258983890956,0.00039,0.039655,101.67948717948718
TPCN05451,TPCN04182,0.9534282018111256,0.000667,0.067797,101.64467766116941
TPCN05627,TPCN04226,0.951364175563464,6.1e-05,0.0062,101.63934426229508
TPCN06285,TPCN04223,0.9501160092807424,6.4e-05,0.0065,101.5625
TPCN04213,TPCN04074,0.983451536643026,0.009134,9e-05,101.48888888888888
TPCN05354,TPCN04514,0.9501187648456056,0.002725,0.276552,101.48697247706423
TPCN05622,TPCN04913,0.9727488151658767,6.8e-05,0.0069,101.47058823529412
TPCN06218,TPCN05544,0.9553140096618358,0.000207,0.021,101.44927536231886
TPCN05659,TPCN04482,0.9798882681564246,0.192143,0.001894,101.44825765575501
TPCN05250,TPCN03772,0.9952718676122932,0.076667,0.000756,101.41137566137566
TPCN04130,TPCN03864,0.9742086752637747,0.0445,0.00044,101.13636363636363
TPCN04054,TPCN03746,1.0,0.000102,0.01031,101.07843137254902
TPCN05498,TPCN04838,0.9673278879813302,0.000424,0.042857,101.07783018867924
TPCN05367,TPCN04175,1.0,0.002375,0.24,101.05263157894737
TPCN05648,TPCN04310,0.9763257575757576,1.8e-05,0.001818,101.0
TPCN05915,TPCN03876,0.950721153846154,0.0421,0.000417,100.95923261390887
TPCN06334,TPCN04271,0.959752321981424,2.7e-05,0.002725,100.92592592592592
TPCN04189,TPCN03912,0.9933510638297872,0.033898,0.000336,100.88690476190476
TPCN05584,TPCN04892,0.9578947368421052,0.000114,0.0115,100.87719298245614
TPCN05762,TPCN05260,0.9750889679715302,0.000721,0.07272,100.8599167822469
TPCN04266,TPCN04151,0.9680851063829788,0.00282,2.8e-05,100.71428571428572
TPCN03332,TPCN02205,0.9953703703703703,7.5e-05,0.00755,100.66666666666669
TPCN05919,TPCN03899,0.996078431372549,0.036538,0.000363,100.65564738292012
TPCN04852,TPCN04574,0.969806763285024,0.024138,0.00024,100.575
TPCN03897,TPCN03570,0.9796650717703348,0.001223,0.122951,100.53229762878169
TPCN05250,TPCN03768,0.9833729216152018,0.076667,0.000763,100.48099606815202
TPCN03677,TPCN03570,0.9716312056737588,0.001224,0.122951,100.45016339869281
TPCN04834,TPCN04487,0.9512485136741974,0.046207,0.00046,100.44999999999999
TPCN06179,TPCN05919,0.9596469104665826,0.000364,0.036538,100.37912087912088
TPCN04351,TPCN03570,0.9728132387706856,0.001225,0.122951,100.36816326530612
TPCN05108,TPCN04654,0.9768009768009768,0.000423,0.042414,100.2695035460993
TPCN05107,TPCN04654,0.9888751545117428,0.000423,0.042414,100.2695035460993
TPCN05896,TPCN04293,0.9701149425287356,0.210526,0.0021,100.25047619047619
TPCN05657,TPCN04942,0.9741293532338308,0.479705,0.004786,100.23088173840367
TPCN05416,TPCN03570,0.9674039580908032,0.001227,0.122951,100.20456397718011
TPCN05153,TPCN03723,0.9526493799323562,0.000222,0.022222,100.09909909909909
TPCN05250,TPCN04414,0.9822274881516588,0.076667,0.000766,100.08746736292429
TPCN05254,TPCN03841,0.9525959367945824,0.05,0.0005,100.0
TPCN04670,TPCN04204,0.9550827423167848,0.00013,0.013,100.0
TPCN06331,TPCN04033,0.9549266247379457,2.8e-05,0.0028,100.0
TPCN05911,TPCN05460,0.9651567944250872,0.064,0.00064,100.0
TPCN05547,TPCN04860,1.0,0.0002,0.02,100.0
TPCN06213,TPCN04192,0.9822695035460992,0.00023,0.023,100.0
TPCN05970,TPCN04128,0.9693877551020408,0.005,5e-05,100.0
TPCN05868,TPCN05335,0.9657924743443558,4e-05,0.004,100.0
TPCN06206,TPCN05267,0.981198589894242,0.00025,0.025,100.0
TPCN06249,TPCN04892,0.9508982035928144,0.000115,0.0115,100.0
TPCN04898,TPCN04698,0.9689922480620154,0.01,0.0001,100.0
TPCN06292,TPCN05313,0.9904648390941596,6e-05,0.006,100.0
TPCN05254,TPCN03838,0.9656357388316152,0.05,0.0005,100.0
TPCN06152,TPCN04805,0.9591373439273552,0.0005,5e-06,100.0
TPCN06233,TPCN04201,0.9657615112160568,0.00015,0.015,100.0
TPCN04819,TPCN04384,0.961453744493392,0.1,0.001,100.0
TPCN06292,TPCN04331,0.9904648390941596,6e-05,0.006,100.0
TPCN00811,TPCN00332,0.957002457002457,5e-06,0.0005,100.0
TPCN06331,TPCN03552,0.9743863393810032,2.8e-05,0.0028,100.0
TPCN05946,TPCN04074,0.9639953542392566,0.009,9e-05,99.99999999999999
TPCN04611,TPCN03542,0.987748851454824,0.00019,0.019,99.99999999999999
TPCN05947,TPCN04710,0.9761363636363636,0.009,9e-05,99.99999999999999
TPCN04570,TPCN04323,0.976525821596244,0.000246,0.02459,99.95934959349593
TPCN05442,TPCN05250,0.95512082853855,0.000767,0.076667,99.95697522816167
TPCN00388,TPCN00034,0.9912536443148688,0.000365,0.036471,99.9205479452055
TPCN04877,TPCN04652,0.9656398104265402,0.014286,0.000143,99.90209790209789
TPCN00426,TPCN00040,0.9910581222056632,0.000318,0.031765,99.88993710691825
TPCN05829,TPCN04199,0.964622641509434,0.000157,0.01566,99.74522292993632
TPCN05470,TPCN05250,0.9680851063829788,0.000769,0.076667,99.69700910273082
TPCN05471,TPCN05250,0.9680851063829788,0.000769,0.076667,99.69700910273082
TPCN06115,TPCN05250,0.9680851063829788,0.000769,0.076667,99.69700910273082
TPCN06193,TPCN04844,0.9623188405797102,0.0003,0.02988,99.60000000000001
TPCN05538,TPCN04192,0.9661610268378062,0.000231,0.023,99.56709956709956
TPCN06166,TPCN05915,0.9597069597069596,0.000423,0.0421,99.52718676122932
TPCN05746,TPCN04422,0.9522700814901048,0.001206,0.12,99.50248756218905
TPCN04881,TPCN04663,0.9578947368421052,0.013333,0.000134,99.49999999999999
TPCN05025,TPCN03570,0.9637426900584796,0.001236,0.122951,99.47491909385114
TPCN05026,TPCN03570,0.9739952718676124,0.001236,0.122951,99.47491909385114
TPCN04836,TPCN03864,0.953216374269006,0.04375,0.00044,99.43181818181817
TPCN04820,TPCN03731,0.9836065573770492,0.0942,0.000948,99.36708860759495
TPCN05915,TPCN05498,0.9556592765460912,0.0421,0.000424,99.29245283018868
TPCN04987,TPCN04780,0.9605411499436304,0.002482,2.5e-05,99.27999999999999
TPCN06241,TPCN04204,0.973170731707317,0.000131,0.013,99.23664122137403
TPCN05260,TPCN03775,0.951364175563464,0.07272,0.000733,99.2087312414734
TPCN06261,TPCN05139,1.0,0.0001,0.00992,99.19999999999999
TPCN05920,TPCN03899,0.9934810951760104,0.036,0.000363,99.17355371900825
TPCN05112,TPCN04468,0.956043956043956,0.0004,0.039655,99.1375
TPCN05943,TPCN04056,0.9507445589919816,0.01,0.000101,99.00990099009901
TPCN05554,TPCN04809,0.961950059453032,0.000167,0.016534,99.0059880239521
TPCN05905,TPCN03739,0.9639953542392566,0.088,0.000889,98.98762654668165
TPCN05496,TPCN04838,0.9556592765460912,0.000433,0.042857,98.97690531177828
TPCN05771,TPCN04827,0.9527186761229316,0.000667,0.066,98.9505247376312
TPCN06179,TPCN05920,0.9572327044025156,0.000364,0.036,98.90109890109889
TPCN05685,TPCN04670,0.9597238204833142,0.012857,0.00013,98.9
TPCN04439,TPCN04184,0.9663865546218487,0.000632,0.0625,98.89240506329115
TPCN05787,TPCN04130,0.9684579439252337,0.00045,0.0445,98.88888888888889
TPCN05106,TPCN04654,0.9768009768009768,0.000429,0.042414,98.86713286713287
TPCN05889,TPCN05038,0.9606741573033708,1.1e-05,0.001087,98.81818181818183
TPCN06334,TPCN06025,0.9597107438016528,2.7e-05,0.002667,98.77777777777779
TPCN04058,TPCN03708,0.9680851063829788,0.105,0.001063,98.77704609595484
TPCN05773,TPCN04184,0.9583333333333334,0.000633,0.0625,98.73617693522907
TPCN06303,TPCN04232,0.9753521126760564,5e-05,0.004935,98.7
TPCN05955,TPCN05616,0.955440414507772,0.0075,7.6e-05,98.68421052631578
TPCN00645,TPCN00093,0.9642857142857144,7.1e-05,0.007,98.59154929577464
TPCN05909,TPCN04430,0.958968347010551,0.06703,0.00068,98.57352941176471
TPCN04860,TPCN03973,0.9951980792316928,0.02,0.000203,98.52216748768473
TPCN04818,TPCN03694,0.9822695035460992,0.11,0.001117,98.47806624888094
TPCN04210,TPCN04056,0.9529276693455798,0.009946,0.000101,98.47524752475248
TPCN04812,TPCN04262,0.9508009153318078,0.32,0.00325,98.46153846153847
TPCN05937,TPCN05577,0.9628482972136224,0.012,0.000122,98.36065573770492
TPCN06205,TPCN04323,0.9822695035460992,0.00025,0.02459,98.36
TPCN05144,TPCN04323,0.9701149425287356,0.00025,0.02459,98.36
TPCN05079,TPCN04519,0.9801762114537445,0.000647,0.063636,98.35548686244204
TPCN06157,TPCN04834,0.9528415961305924,0.00047,0.046207,98.31276595744681
TPCN05222,TPCN04834,0.9674698795180724,0.00047,0.046207,98.31276595744681
TPCN06303,TPCN05704,0.9904648390941596,5e-05,0.004908,98.16
TPCN04812,TPCN04261,0.9560315670800452,0.32,0.00326,98.15950920245399
TPCN04198,TPCN04004,0.9576612903225806,0.016,0.000163,98.15950920245399
TPCN04058,TPCN03705,0.9704491725768322,0.105,0.00107,98.13084112149532
TPCN05318,TPCN04752,1.0,0.0052,5.3e-05,98.11320754716981
TPCN05785,TPCN05671,0.9538288288288288,0.000464,0.0455,98.0603448275862
TPCN05622,TPCN05302,0.9595375722543352,6.8e-05,0.006667,98.04411764705883
TPCN05590,TPCN05286,0.9644970414201184,0.000102,0.01,98.03921568627452
TPCN05943,TPCN05590,0.9509918319719952,0.01,0.000102,98.03921568627452
TPCN04288,TPCN03851,0.976470588235294,0.002295,0.225,98.0392156862745
TPCN04549,TPCN04145,0.9539347408829176,0.003333,3.4e-05,98.02941176470588
TPCN06233,TPCN04202,0.951219512195122,0.00015,0.0147,98.0
TPCN04378,TPCN04058,0.9550827423167848,0.001072,0.105,97.94776119402984
TPCN04377,TPCN04058,0.950354609929078,0.001072,0.105,97.94776119402984
TPCN05905,TPCN05050,0.9790697674418604,0.088,0.000899,97.8865406006674
TPCN04443,TPCN04093,0.9857456140350878,0.000613,0.06,97.87928221859706
TPCN04444,TPCN04093,0.975054229934924,0.000613,0.06,97.87928221859706
TPCN05033,TPCN04818,0.9680851063829788,0.001124,0.11,97.86476868327402
TPCN05650,TPCN05404,0.9719298245614036,1.5e-05,0.001467,97.8
TPCN05935,TPCN04027,0.9701149425287356,0.013,0.000133,97.74436090225564
TPCN02042,TPCN01255,0.9546027742749056,1.1e-05,0.001075,97.72727272727273
TPCN04706,TPCN04468,0.9912609238451936,0.000406,0.039655,97.67241379310346
TPCN05460,TPCN04184,0.992797118847539,0.00064,0.0625,97.65624999999999
TPCN04293,TPCN04176,0.9704491725768322,0.0021,0.205,97.61904761904762
TPCN03669,TPCN03570,1.0,0.00126,0.122951,97.58015873015873
TPCN06171,TPCN05256,0.9513064133016628,0.00041,0.04,97.5609756097561
TPCN05611,TPCN04218,0.956081081081081,8.2e-05,0.008,97.5609756097561
TPCN06205,TPCN05925,0.963095238095238,0.00025,0.02439,97.55999999999999
TPCN05590,TPCN04210,0.953216374269006,0.000102,0.009946,97.50980392156863
TPCN06303,TPCN05321,0.9636150234741784,5e-05,0.004875,97.5
TPCN05700,TPCN04114,0.9522700814901048,0.00546,5.6e-05,97.5
TPCN05646,TPCN05384,1.0,2e-05,0.00195,97.49999999999999
TPCN05144,TPCN04851,0.950517836593786,0.00025,0.02437,97.47999999999999
TPCN05579,TPCN04892,0.9556592765460912,0.000118,0.0115,97.45762711864407
TPCN06218,TPCN04713,0.950920245398773,0.000207,0.020173,97.45410628019324
TPCN05250,TPCN05059,0.9707602339181286,0.076667,0.000787,97.41677255400253
TPCN05663,TPCN05425,0.953125,0.1025,0.001053,97.34093067426402
TPCN05998,TPCN04142,0.9677072120559742,0.0036,3.7e-05,97.2972972972973
TPCN05414,TPCN03570,0.9704491725768322,0.001264,0.122951,97.27136075949367
TPCN05915,TPCN05496,0.9669421487603306,0.0421,0.000433,97.22863741339492
TPCN04058,TPCN03704,0.9750593824228028,0.105,0.00108,97.22222222222221
TPCN05787,TPCN04836,0.9521028037383178,0.00045,0.04375,97.22222222222221
TPCN03667,TPCN03570,0.9739952718676124,0.001265,0.122951,97.19446640316205
TPCN04323,TPCN03946,0.953216374269006,0.02459,0.000253,97.19367588932806
TPCN05250,TPCN03765,1.0,0.076667,0.000789,97.16983523447402
TPCN05675,TPCN03923,0.9564293304994688,0.029412,0.000303,97.06930693069307
TPCN04827,TPCN04430,0.9558998808104888,0.066,0.00068,97.05882352941177
TPCN04827,TPCN03787,0.9805352798053528,0.066,0.00068,97.05882352941177
TPCN06126,TPCN04827,0.985489721886336,0.00068,0.066,97.05882352941177
TPCN05260,TPCN04418,0.967780429594272,0.07272,0.00075,96.96000000000001
TPCN05292,TPCN04726,0.9601769911504424,0.00775,8e-05,96.87499999999999
TPCN05905,TPCN03736,0.9534883720930232,0.088,0.000909,96.80968096809681
TPCN05544,TPCN03968,0.96028880866426,0.021,0.000217,96.7741935483871
TPCN03955,TPCN03709,0.997364953886693,0.00024,0.023221,96.75416666666666
TPCN05857,TPCN04927,0.9537512846865364,6e-05,0.0058,96.66666666666666
TPCN04126,TPCN03577,0.9572368421052632,5e-05,0.004833,96.65999999999998
TPCN04125,TPCN03577,0.9593406593406594,5e-05,0.004833,96.65999999999998
TPCN05660,TPCN03618,0.9520089285714286,0.164286,0.0017,96.63882352941177
TPCN06207,TPCN04852,0.9671132764920828,0.00025,0.024138,96.55199999999999
TPCN04870,TPCN04614,0.9845971563981044,0.01775,0.000184,96.46739130434781
TPCN03057,TPCN02200,0.9702868852459016,8.3e-05,0.008,96.3855421686747
TPCN04851,TPCN03946,0.972520908004779,0.02437,0.000253,96.32411067193675
TPCN04163,TPCN04035,0.95625,0.01204,0.000125,96.32000000000001
TPCN05260,TPCN03772,0.9578947368421052,0.07272,0.000756,96.19047619047619
TPCN04212,TPCN04056,0.9507445589919816,0.009715,0.000101,96.18811881188118
TPCN05635,TPCN05319,0.9669603524229076,5.2e-05,0.005,96.15384615384616
TPCN01958,TPCN01023,0.9605911330049262,3.9e-05,0.00375,96.15384615384615
TPCN04175,TPCN03568,0.9975990396158464,0.24,0.0025,96.0
TPCN04183,TPCN03787,0.970131421744325,0.06525,0.00068,95.95588235294117
TPCN06126,TPCN04183,0.9750593824228028,0.00068,0.06525,95.95588235294117
TPCN05685,TPCN04663,0.9655172413793104,0.012857,0.000134,95.94776119402985
TPCN05256,TPCN03876,0.9605734767025088,0.04,0.000417,95.92326139088729
TPCN05785,TPCN04130,0.9822904368358912,0.000464,0.0445,95.9051724137931
TPCN04198,TPCN04003,0.9691675231243576,0.016,0.000167,95.80838323353294
TPCN05689,TPCN04670,0.9704491725768322,0.012454,0.00013,95.80000000000001
TPCN04827,TPCN04428,0.9524940617577196,0.066,0.000689,95.7910014513788
TPCN05896,TPCN04291,0.9551724137931036,0.210526,0.0022,95.69363636363636
TPCN05915,TPCN03864,0.958968347010551,0.0421,0.00044,95.68181818181817
TPCN05613,TPCN05292,0.9574235807860262,8.1e-05,0.00775,95.67901234567901
TPCN06249,TPCN05279,0.9925925925925926,0.000115,0.011,95.65217391304347
TPCN04219,TPCN04094,1.0,0.007269,7.6e-05,95.64473684210526
TPCN05622,TPCN04919,0.9786729857819904,6.8e-05,0.0065,95.58823529411764
TPCN05829,TPCN04201,0.9819927971188476,0.000157,0.015,95.54140127388536
TPCN05568,TPCN04203,0.99601593625498,0.000142,0.013559,95.48591549295774
TPCN05661,TPCN04673,0.9515608180839612,0.143214,0.0015,95.476
TPCN05661,TPCN03636,0.9534127843987,0.143214,0.0015,95.476
TPCN04905,TPCN04712,0.9663394109396914,0.00858,9e-05,95.33333333333334
TPCN04151,TPCN03555,0.9952380952380953,2.8e-05,0.002667,95.25
TPCN05590,TPCN04212,0.9509918319719952,0.000102,0.009715,95.24509803921569
TPCN06312,TPCN04945,0.9735449735449736,4.5e-05,0.004286,95.24444444444444
TPCN04969,TPCN04770,0.9957582184517496,0.003143,3.3e-05,95.24242424242424
TPCN06234,TPCN05680,0.9627539503386005,0.00015,0.014286,95.24000000000001
TPCN05680,TPCN05560,0.9627539503386005,0.014286,0.00015,95.24000000000001
TPCN04816,TPCN03683,0.966933867735471,0.114286,0.0012,95.23833333333334
TPCN06268,TPCN04246,0.950632911392405,8.4e-05,0.008,95.23809523809524
TPCN05766,TPCN04827,0.9502369668246444,0.000693,0.066,95.23809523809524
TPCN05286,TPCN04050,0.9584816132858838,0.01,0.000105,95.23809523809524
TPCN04277,TPCN04175,0.956170703575548,0.00252,0.24,95.23809523809523
TPCN05781,TPCN04186,0.9877149877149876,0.0005,0.047619,95.238
TPCN06151,TPCN04186,0.9840881272949816,0.0005,0.047619,95.238
TPCN05797,TPCN01146,1.0,0.00035,0.033333,95.23714285714286
TPCN04074,TPCN03859,0.9795673076923076,9e-05,0.008571,95.23333333333333
TPCN05709,TPCN04138,0.9709639953542392,0.003714,3.9e-05,95.23076923076923
TPCN05650,TPCN05407,0.969661610268378,1.5e-05,0.001428,95.2
TPCN05896,TPCN00761,0.9655172413793104,0.210526,0.002214,95.08852755194219
TPCN05676,TPCN05524,0.9669603524229076,0.029286,0.000308,95.08441558441558
TPCN06241,TPCN05689,0.957983193277311,0.000131,0.012454,95.06870229007633
TPCN05703,TPCN05635,0.9853273137697516,0.004943,5.2e-05,95.05769230769232
TPCN05546,TPCN03542,1.0,0.0002,0.019,95.0
TPCN04754,TPCN04234,0.9504843918191604,5e-05,0.004748,94.96
TPCN04234,TPCN04127,0.9639344262295082,0.004748,5e-05,94.96
TPCN05260,TPCN04414,0.951764705882353,0.07272,0.000766,94.93472584856399
TPCN05675,TPCN03921,0.9535864978902954,0.029412,0.00031,94.87741935483871
TPCN05947,TPCN05596,0.981981981981982,0.009,9.5e-05,94.73684210526315
TPCN04428,TPCN04183,0.9680851063829788,0.000689,0.06525,94.70246734397678
TPCN04323,TPCN03943,0.9846335697399528,0.02459,0.00026,94.5769230769231
TPCN05306,TPCN04739,0.9701030927835051,0.006333,6.7e-05,94.52238805970148
TPCN05611,TPCN05292,0.9710467706013364,8.2e-05,0.00775,94.51219512195122
TPCN04177,TPCN03596,0.9549718574108818,0.189,0.002,94.5
TPCN04276,TPCN04175,0.9612676056338028,0.00254,0.24,94.48818897637794
