row,columns,similarity,row_content,columns_content,fold
TPCN04176,TPCN04138,0.964747356051704,0.205,3.9e-05,5256.410256410256
TPCN05655,TPCN04472,0.9540106951871656,2.6,0.0005,5200.0
TPCN05645,TPCN05245,1.0,2.7e-05,0.14,5185.185185185186
TPCN05898,TPCN05873,0.9827981651376146,0.15,2.9e-05,5172.413793103448
TPCN05236,TPCN04834,0.9843184559710496,9e-06,0.046207,5134.11111111111
TPCN05235,TPCN04834,0.9528415961305924,9e-06,0.046207,5134.11111111111
TPCN05650,TPCN05250,0.9573241061130334,1.5e-05,0.076667,5111.133333333333
TPCN05239,TPCN04468,0.9803921568627452,8e-06,0.039655,4956.875000000001
TPCN05237,TPCN04468,0.9913258983890956,8e-06,0.039655,4956.875000000001
TPCN05238,TPCN04468,0.9888751545117428,8e-06,0.039655,4956.875000000001
TPCN05240,TPCN04468,0.9888751545117428,8e-06,0.039655,4956.875000000001
TPCN05241,TPCN04468,0.9888751545117428,8e-06,0.039655,4956.875000000001
TPCN05661,TPCN04778,0.9562780269058296,0.143214,2.9e-05,4938.413793103448
TPCN05627,TPCN04523,0.9694749694749696,6.1e-05,0.297586,4878.459016393443
TPCN05900,TPCN05873,0.9827981651376146,0.14,2.9e-05,4827.5862068965525
TPCN06303,TPCN04175,0.9904648390941596,5e-05,0.24,4800.0
TPCN04181,TPCN04037,0.9866342648845686,0.588889,0.000124,4749.104838709677
TPCN05235,TPCN04654,0.9714640198511166,9e-06,0.042414,4712.666666666667
TPCN05236,TPCN04654,0.9768009768009768,9e-06,0.042414,4712.666666666667
TPCN05891,TPCN04403,0.9958762886597938,3.744898,0.0008,4681.1224999999995
TPCN05658,TPCN04110,0.9527027027027029,0.275,5.9e-05,4661.016949152543
TPCN05627,TPCN04514,0.9694749694749696,6.1e-05,0.276552,4533.639344262296
TPCN06241,TPCN04181,0.9746070133010882,0.000131,0.588889,4495.335877862595
TPCN05891,TPCN05052,0.9918200408997956,3.744898,0.000846,4426.593380614658
TPCN05235,TPCN04468,0.9714640198511166,9e-06,0.039655,4406.111111111111
TPCN05236,TPCN04468,0.9768009768009768,9e-06,0.039655,4406.111111111111
TPCN04151,TPCN03570,0.9952380952380953,2.8e-05,0.122951,4391.107142857143
TPCN05655,TPCN05463,0.9821826280623608,2.6,0.0006,4333.333333333334
TPCN05220,TPCN03656,0.9559014267185474,3.6e-05,0.152,4222.222222222222
TPCN05234,TPCN04834,0.9878934624697336,1.1e-05,0.046207,4200.636363636364
TPCN04127,TPCN03665,0.9682713347921226,5e-05,0.21,4200.0
TPCN05892,TPCN04577,0.9730569948186528,3.146939,0.00075,4195.9186666666665
TPCN05658,TPCN05625,0.9683060109289616,0.275,6.6e-05,4166.666666666667
TPCN05650,TPCN04184,0.9626604434072346,1.5e-05,0.0625,4166.666666666667
TPCN05249,TPCN05229,0.9673518742442564,0.083333,2e-05,4166.65
TPCN04652,TPCN04181,0.9593301435406698,0.000143,0.588889,4118.104895104895
TPCN05659,TPCN05637,0.9712389380530974,0.192143,4.7e-05,4088.1489361702133
TPCN04175,TPCN04110,0.9500580720092916,0.24,5.9e-05,4067.7966101694915
TPCN00698,TPCN00011,0.962809917355372,4.5e-05,0.183,4066.6666666666665
TPCN05919,TPCN05654,0.9581749049429658,0.036538,9e-06,4059.777777777778
TPCN05662,TPCN04768,0.9608269858541894,0.1325,3.3e-05,4015.151515151515
TPCN04805,TPCN04195,0.9602272727272728,5e-06,0.02005,4009.9999999999995
TPCN05655,TPCN04433,0.9821826280623608,2.6,0.00065,4000.0000000000005
TPCN04168,TPCN03879,0.9973718791064388,1.7e-05,0.068,4000.0000000000005
TPCN06292,TPCN04175,0.9904648390941596,6e-05,0.24,3999.9999999999995
TPCN05920,TPCN05654,0.9557522123893806,0.036,9e-06,3999.9999999999995
TPCN05892,TPCN05057,0.9547368421052632,3.146939,0.000787,3998.651842439644
TPCN00764,TPCN00022,0.9593175853018372,1.9e-05,0.075862,3992.736842105263
TPCN05892,TPCN04403,0.968041237113402,3.146939,0.0008,3933.67375
TPCN04818,TPCN04151,0.9892857142857144,0.11,2.8e-05,3928.5714285714284
TPCN05875,TPCN03802,0.9718785151856018,2.3e-05,0.09,3913.0434782608695
TPCN05234,TPCN04654,0.9803921568627452,1.1e-05,0.042414,3855.818181818182
TPCN05659,TPCN04126,0.965065502183406,0.192143,5e-05,3842.86
TPCN05659,TPCN04125,0.9671772428884028,0.192143,5e-05,3842.86
TPCN05851,TPCN04523,0.984009840098401,7.8e-05,0.297586,3815.2051282051284
TPCN04151,TPCN04058,0.9773809523809524,2.8e-05,0.105,3750.0
TPCN06285,TPCN04175,0.9501160092807424,6.4e-05,0.24,3750.0
TPCN05891,TPCN05043,0.9642126789366052,3.744898,0.001,3744.898
TPCN05660,TPCN04132,0.9654017857142856,0.164286,4.4e-05,3733.772727272727
TPCN04727,TPCN04523,0.9685230024213076,8e-05,0.297586,3719.825
TPCN05892,TPCN05052,0.9642126789366052,3.146939,0.000846,3719.7860520094564
TPCN05893,TPCN03881,0.9727582292849036,1.5,0.000407,3685.503685503685
TPCN05225,TPCN04422,0.9746376811594204,3.3e-05,0.12,3636.363636363636
TPCN05610,TPCN04523,0.9694749694749696,8.2e-05,0.297586,3629.09756097561
TPCN05234,TPCN04468,0.9803921568627452,1.1e-05,0.039655,3605.0000000000005
TPCN05896,TPCN04110,0.9701149425287356,0.210526,5.9e-05,3568.237288135593
TPCN05891,TPCN03711,0.9835051546391752,3.744898,0.00105,3566.569523809524
TPCN05655,TPCN05446,0.955456570155902,2.6,0.000733,3547.0668485675305
TPCN05851,TPCN04514,0.984009840098401,7.8e-05,0.276552,3545.538461538462
TPCN05660,TPCN05637,0.9561883899233296,0.164286,4.7e-05,3495.446808510638
TPCN04176,TPCN04110,0.9588719153936546,0.205,5.9e-05,3474.5762711864404
TPCN05655,TPCN04419,0.9521785334750266,2.6,0.00075,3466.6666666666665
TPCN04727,TPCN04514,0.9685230024213076,8e-05,0.276552,3456.9
TPCN05643,TPCN03570,0.9545983701979044,3.6e-05,0.122951,3415.3055555555557
TPCN05658,TPCN05613,0.9747252747252748,0.275,8.1e-05,3395.061728395062
TPCN05610,TPCN04514,0.9694749694749696,8.2e-05,0.276552,3372.585365853659
TPCN05624,TPCN03851,0.976470588235294,6.7e-05,0.225,3358.2089552238804
TPCN06283,TPCN03851,0.976470588235294,6.7e-05,0.225,3358.2089552238804
TPCN05658,TPCN05611,0.9977477477477478,0.275,8.2e-05,3353.658536585366
TPCN05655,TPCN05060,1.0,2.6,0.000778,3341.9023136246788
TPCN05221,TPCN04422,0.9746376811594204,3.6e-05,0.12,3333.333333333333
TPCN04780,TPCN04518,0.9627959413754228,2.5e-05,0.083333,3333.32
TPCN05910,TPCN05646,0.9557522123893806,0.066,2e-05,3300.0
TPCN05660,TPCN04125,0.9889624724061812,0.164286,5e-05,3285.72
TPCN05660,TPCN04126,0.9651416122004356,0.164286,5e-05,3285.72
TPCN00724,TPCN00016,0.9872018615474112,3.5e-05,0.114286,3265.314285714286
TPCN05655,TPCN04406,0.9521785334750266,2.6,0.0008,3250.0
TPCN05658,TPCN04718,0.9546460176991152,0.275,8.5e-05,3235.294117647059
TPCN04175,TPCN04094,0.9699879951980792,0.24,7.6e-05,3157.894736842105
TPCN04138,TPCN03570,0.982373678025852,3.9e-05,0.122951,3152.5897435897436
TPCN05892,TPCN05043,0.9915878023133544,3.146939,0.001,3146.9390000000003
TPCN05905,TPCN04151,0.9732868757259,0.088,2.8e-05,3142.8571428571427
TPCN05873,TPCN03802,1.0,2.9e-05,0.09,3103.448275862069
TPCN05643,TPCN04818,0.9578947368421052,3.6e-05,0.11,3055.5555555555557
TPCN05658,TPCN04710,0.9608501118568232,0.275,9e-05,3055.5555555555557
TPCN05661,TPCN05637,0.9712389380530974,0.143214,4.7e-05,3047.1063829787236
TPCN05240,TPCN04852,0.9950556242274412,8e-06,0.024138,3017.25
TPCN05239,TPCN04852,0.9816625916870416,8e-06,0.024138,3017.25
TPCN05241,TPCN04852,0.9950556242274412,8e-06,0.024138,3017.25
TPCN05237,TPCN04852,0.992583436341162,8e-06,0.024138,3017.25
TPCN05238,TPCN04852,0.9828009828009828,8e-06,0.024138,3017.25
TPCN05622,TPCN04176,0.9727488151658767,6.8e-05,0.205,3014.705882352941
TPCN05898,TPCN04123,0.9556818181818182,0.15,5e-05,2999.9999999999995
TPCN05892,TPCN03711,0.9556701030927836,3.146939,0.00105,2997.084761904762
TPCN04160,TPCN03879,0.992156862745098,2.3e-05,0.068,2956.521739130435
TPCN05658,TPCN05596,0.9977477477477478,0.275,9.5e-05,2894.7368421052633
TPCN05892,TPCN04374,0.9564315352697096,3.146939,0.001088,2892.4071691176473
TPCN00629,TPCN00008,0.9943729903536976,8.2e-05,0.236243,2881.012195121951
TPCN05659,TPCN04101,0.965065502183406,0.192143,6.7e-05,2867.805970149254
TPCN05661,TPCN04125,0.9671772428884028,0.143214,5e-05,2864.28
TPCN05661,TPCN04126,0.965065502183406,0.143214,5e-05,2864.28
TPCN05650,TPCN04838,0.9695906432748538,1.5e-05,0.042857,2857.133333333333
TPCN04818,TPCN04138,0.9764982373678026,0.11,3.9e-05,2820.512820512821
TPCN05915,TPCN05650,0.9578947368421052,0.0421,1.5e-05,2806.6666666666665
TPCN05900,TPCN04123,0.9556818181818182,0.14,5e-05,2800.0
TPCN05185,TPCN04523,0.98159509202454,0.000107,0.297586,2781.177570093458
TPCN04793,TPCN03682,0.984930032292788,1.8e-05,0.05,2777.777777777778
TPCN05657,TPCN05551,0.9572815533980582,0.479705,0.000173,2772.8612716763005
TPCN05657,TPCN05552,0.9591439688715954,0.479705,0.000173,2772.8612716763005
TPCN03269,TPCN02195,0.9761646803900323,3e-06,0.008283,2761.0
TPCN05749,TPCN05655,0.9888641425389756,0.000943,2.6,2757.1580063626725
TPCN05658,TPCN04702,0.9645232815964524,0.275,0.0001,2750.0
TPCN05250,TPCN04151,0.9881796690307328,0.076667,2.8e-05,2738.1071428571427
TPCN05655,TPCN03729,0.9771490750816104,2.6,0.00095,2736.842105263158
TPCN04176,TPCN04094,0.9841656516443362,0.205,7.6e-05,2697.368421052631
TPCN04138,TPCN04058,0.964747356051704,3.9e-05,0.105,2692.3076923076924
TPCN05236,TPCN04852,0.9829059829059827,9e-06,0.024138,2682.0
TPCN05235,TPCN04852,0.9727722772277227,9e-06,0.024138,2682.0
TPCN06268,TPCN03851,0.964512040557668,8.4e-05,0.225,2678.571428571429
TPCN04175,TPCN04074,0.9680851063829788,0.24,9e-05,2666.6666666666665
TPCN00629,TPCN00009,0.9880191693290736,8.2e-05,0.214378,2614.3658536585367
TPCN06088,TPCN05655,0.96137339055794,0.001,2.6,2600.0
TPCN05662,TPCN05636,0.9542066027689032,0.1325,5.1e-05,2598.0392156862745
TPCN05260,TPCN04151,0.950877192982456,0.07272,2.8e-05,2597.1428571428573
TPCN05185,TPCN04514,0.98159509202454,0.000107,0.276552,2584.598130841122
TPCN05662,TPCN05635,0.9866369710467706,0.1325,5.2e-05,2548.0769230769233
TPCN06293,TPCN03656,0.9571428571428572,6e-05,0.152,2533.333333333333
TPCN05249,TPCN05225,0.9888751545117428,0.083333,3.3e-05,2525.242424242424
TPCN05891,TPCN05736,0.9670103092783504,3.744898,0.0015,2496.5986666666668
TPCN05891,TPCN05737,0.9948453608247424,3.744898,0.0015,2496.5986666666668
TPCN05659,TPCN04732,0.9587852494577006,0.192143,7.8e-05,2463.371794871795
TPCN04812,TPCN04670,0.965675057208238,0.32,0.00013,2461.538461538462
TPCN06303,TPCN03570,0.9636150234741784,5e-05,0.122951,2459.02
TPCN05660,TPCN04101,0.9651416122004356,0.164286,6.7e-05,2452.0298507462685
TPCN05891,TPCN05009,0.9642126789366052,3.744898,0.001538,2434.9141742522756
TPCN04175,TPCN04056,0.9507445589919816,0.24,0.000101,2376.237623762376
TPCN05655,TPCN04372,0.9811738648947952,2.6,0.0011,2363.6363636363635
TPCN04827,TPCN04151,0.9702380952380952,0.066,2.8e-05,2357.1428571428573
TPCN05590,TPCN04175,0.9509918319719952,0.000102,0.24,2352.9411764705883
TPCN05657,TPCN05543,0.9613095238095238,0.479705,0.000204,2351.4950980392155
TPCN00633,TPCN00011,0.9578622816032888,7.8e-05,0.183,2346.153846153846
TPCN05896,TPCN04074,0.9540229885057472,0.210526,9e-05,2339.1777777777775
TPCN04073,TPCN03665,0.9582875960482986,9e-05,0.21,2333.333333333333
TPCN04183,TPCN04151,0.9952380952380953,0.06525,2.8e-05,2330.357142857143
TPCN04181,TPCN03946,0.9700956937799045,0.588889,0.000253,2327.6245059288535
TPCN05891,TPCN05005,0.9721649484536082,3.744898,0.001613,2321.697458152511
TPCN05659,TPCN04085,1.0,0.192143,8.3e-05,2314.975903614458
TPCN05249,TPCN05221,0.9888751545117428,0.083333,3.6e-05,2314.8055555555557
TPCN05229,TPCN04834,0.9585308056872038,2e-05,0.046207,2310.35
TPCN04671,TPCN04523,0.98159509202454,0.000129,0.297586,2306.868217054264
TPCN05911,TPCN04151,0.9732868757259,0.064,2.8e-05,2285.714285714286
TPCN04176,TPCN04074,0.9772727272727272,0.205,9e-05,2277.7777777777774
TPCN06283,TPCN03656,0.9826897470039948,6.7e-05,0.152,2268.6567164179105
TPCN05624,TPCN03656,0.9826897470039948,6.7e-05,0.152,2268.6567164179105
TPCN05655,TPCN04361,0.9543429844097996,2.6,0.001148,2264.8083623693383
TPCN05655,TPCN04362,0.9821826280623608,2.6,0.001148,2264.8083623693383
TPCN05246,TPCN04127,0.9682713347921226,0.113103,5e-05,2262.06
TPCN05905,TPCN04138,0.9860627177700348,0.088,3.9e-05,2256.4102564102564
TPCN00724,TPCN00020,0.9670138888888888,3.5e-05,0.078571,2244.8857142857146
TPCN04184,TPCN04151,0.9845238095238096,0.0625,2.8e-05,2232.1428571428573
TPCN06312,TPCN04819,0.9663774403470716,4.5e-05,0.1,2222.222222222222
TPCN05260,TPCN04769,0.950530035335689,0.07272,3.3e-05,2203.6363636363635
TPCN06303,TPCN04818,0.9623529411764706,5e-05,0.11,2200.0
TPCN05234,TPCN04852,0.9816625916870416,1.1e-05,0.024138,2194.3636363636365
TPCN06202,TPCN04181,0.9554753309265944,0.000269,0.588889,2189.17843866171
TPCN05891,TPCN05392,1.0,3.744898,0.00172,2177.2662790697677
TPCN05891,TPCN05391,0.9721649484536082,3.744898,0.001721,2176.0011621150493
